Description,Brand,ABC,annual_demand,unit_cost,EOQ,orders_per_year,avg_lead_days,safety_stock,reorder_point,total_inv_cost
Jadot Pommard 13 Clos Commar,25067,C,2,39.73,5,0.4,7.68520568498289,0,0,39.86
Jadot Monthelie 13 Sous Roch,25076,C,2,23.48,7,0.3,10.0,0,0,30.72
Jadot Marsannay 13,25085,C,2,19.99,7,0.3,7.666666666666667,0,0,28.28
Jadot Pernand Vergelesses 13,25086,C,2,24.82,6,0.3,10.666666666666666,0,0,31.56
Riglos Gran Corte Mendoza,25107,C,2,28.76,6,0.3,7.68520568498289,0,0,33.92
Champagne Malard Grand Cru B,25156,C,2,32.89,6,0.3,8.0,0,0,36.4
Grahams 1983 Vintage Port,25180,C,2,65.78,4,0.5,7.68520568498289,0,0,51.31
Siduri Pnt Nr Williamette Vy,25210,C,2,14.28,8,0.2,7.899280575539568,0,0,23.92
Pol Roger 02 Sir W Churchill,25423,C,2,151.36,3,0.7,8.833333333333334,0,0,78.74
Seven Hills Cab Svgn Columbi,25458,C,2,15.03,8,0.2,8.428571428571429,0,0,24.52
Elvio Cogno Dolcetto D'Alba,25513,C,2,13.79,9,0.2,8.555555555555555,0,0,23.52
Elvio Cogno Barolo Vignaelen,25564,C,2,67.11,4,0.5,8.0,0,0,51.84
Livingston Wh Znfdl Cal,28317,C,2,4.69,15,0.1,6.333333333333333,0,0,13.7
Livingston Merlot Cal,29558,C,2,5.22,14,0.1,8.142857142857142,0,0,14.45
Clos du Bois RSV Merlot Alex,32296,C,2,10.38,10,0.2,8.0,0,0,20.38
Jura Bl de Bl Brut D'Argent,33147,C,2,10.27,10,0.2,8.5,0,0,20.27
Canaletto Pnt Grigio Venezie,33707,C,2,5.22,14,0.1,9.0,0,0,14.45
Turnbull Old Bull Napa Vly,34352,C,2,16.44,8,0.2,7.68520568498289,0,0,25.65
Redwood Creek Cab Svgn Cal,35663,C,2,4.31,15,0.1,8.0,0,0,13.13
Jaboulet Cotes du Rhone Par,35977,C,2,7.79,11,0.2,10.0,0,0,17.66
Ch Sociando Mallet 10,36067,C,2,29.45,6,0.3,7.68520568498289,0,0,34.34
Ch Lagrange 10,36069,C,2,51.0,4,0.5,7.0,0,0,45.4
Dom Chandon 00 Carnrs Pnt Nr,36307,C,2,15.64,8,0.2,6.0,0,0,25.01
Nova Norma Jeanne 08 Merlot,36367,C,2,9.93,10,0.2,7.68520568498289,0,0,19.93
Antinori Brnllo Mntlcno Pain,37100,C,2,36.54,5,0.4,7.0,0,0,38.27
Provenance Cab Svgn Rutherfd,37419,C,2,24.65,6,0.3,7.176470588235294,0,0,31.46
Trapiche Broquel Cab Svgn Mz,37902,C,2,9.93,10,0.2,7.68520568498289,0,0,19.93
Jacobs Crk Cab/Merlot,39512,C,2,4.69,15,0.1,8.25,0,0,13.7
Krupp Bros Veraison Red,39736,C,2,31.99,6,0.3,8.571428571428571,0,0,35.86
Dom Chandon Carneros Chard,40137,C,2,13.07,9,0.2,9.5,0,0,22.87
Dom La Suffrene Bandol Rose,40771,C,2,15.78,8,0.2,6.454545454545454,0,0,25.12
Ch Bonhoste Bordeaux Bl Sec,41309,C,2,9.45,10,0.2,7.68520568498289,0,0,19.45
Evans Nine Stones Brs Shiraz,42080,C,2,9.39,10,0.2,7.0,0,0,19.39
Tierra del Fuego Chard RSV,42864,C,2,7.23,12,0.2,7.68520568498289,0,0,17.01
Duckhorn Merlot Napa,42871,C,2,11.48,9,0.2,7.68520568498289,0,0,21.44
Anastasi Estates Messinia Rd,43013,C,2,7.94,11,0.2,11.5,0,0,17.82
Salmon Creek Pnt Grigio Cal,43317,C,2,3.44,17,0.1,9.25,0,0,11.73
Ken Forrester Petit Pinotage,43490,C,2,9.08,10,0.2,8.25,0,0,19.08
Clio Jumilla Red,43900,C,2,31.03,6,0.3,7.2592592592592595,0,0,35.28
Gamba Znfdl RRV Old Vine,44742,C,2,24.83,6,0.3,7.428571428571429,0,0,31.56
Guntrum Dry Trocken Rheinhsn,44907,C,2,9.2,10,0.2,8.666666666666666,0,0,19.2
R Mondavi RSV Cab Svgn,44992,C,2,67.56,4,0.5,4.888888888888889,0,0,52.02
Paul Hobbs Pnt Nr RRV,45129,C,2,35.71,5,0.4,11.0,0,0,37.86
Luigi Bosca RSV Pnt Nr,45602,C,2,13.07,9,0.2,9.23076923076923,0,0,22.87
Marina Cvetic Mntlcno Abruzo,45645,C,2,17.8,7,0.3,8.0,0,0,26.75
I'm Wines Rose Napa,46018,C,2,6.7,12,0.2,7.68520568498289,0,0,16.37
Mate Brunello di Montalcino,46140,C,2,34.24,5,0.4,7.68520568498289,0,0,37.12
Ermita Sn Felices Rose Rioja,46418,C,2,9.67,10,0.2,5.0,0,0,19.67
Tom Eddy Elodian Cab Svgn,46766,C,2,21.56,7,0.3,9.166666666666666,0,0,29.38
Les Fiefs Lagrange St Jul 11,90084,C,2,21.05,7,0.3,7.68520568498289,0,0,29.02
Ch Lilian 09 Ladouys St Este,90085,C,2,23.86,6,0.3,8.0,0,0,30.98
Don Julio Real Tequila,86,C,1,236.21,1,1.0,7.333333333333333,0,0,73.62
Mr Boston Butterscotch,105,C,1,3.35,12,0.1,7.68520568498289,0,0,8.19
Grey Goose L'Orange Vodka,129,C,1,24.99,4,0.2,7.0,0,0,22.5
Chivas Regal,143,C,1,29.59,4,0.2,5.0,0,0,24.34
Smirnoff Green Apple Vodka,148,C,1,10.5,7,0.1,7.68520568498289,0,0,14.49
Smirnoff Strawberry Vodka,150,C,1,10.81,7,0.1,7.68520568498289,0,0,14.71
Pirassununga Cachaca 51 Rum,151,C,1,11.5,7,0.1,8.0,0,0,15.19
Wild Turkey 101 Gift Pak,172,C,1,17.59,5,0.2,7.68520568498289,0,0,18.8
Smirnoff Pineapple,204,C,1,10.6,7,0.1,8.5,0,0,14.56
Wild Shot Reposado Mezcal,248,C,1,39.36,4,0.2,9.666666666666666,0,0,28.24
Triple Eight Vodka,317,C,1,24.23,5,0.2,10.0,0,0,22.12
Finlandia Raspberry Vodka,330,C,1,13.59,6,0.2,7.68520568498289,0,0,16.49
Bols Genever Amsterdam,336,C,1,26.39,4,0.2,7.8,0,0,23.06
The Irishman Irish Whiskey,338,C,1,18.21,5,0.2,9.75,0,0,19.1
Hancock Rsv Bourbon,407,C,1,39.36,4,0.2,8.333333333333334,0,0,28.24
Van Gogh Chocolate Liqueur,427,C,1,6.97,8,0.1,9.0,0,0,11.83
Baileys Salted Caramel,455,C,1,21.25,5,0.2,7.68520568498289,0,0,20.62
Robert Sinskey Pnt Gris,505,C,1,19.6,5,0.2,6.111111111111111,0,0,19.8
Bowman's Gin,557,C,1,4.84,10,0.1,6.5,0,0,9.84
Allen's Amaretto Liqueur,590,C,1,4.61,10,0.1,8.0,0,0,9.61
Moillard Pnt Nr Bourgogne,610,C,1,14.48,6,0.2,7.277777777777778,0,0,17.02
McCormick Cherry Vodka,650,C,1,5.07,10,0.1,6.5,0,0,10.07
Van Winkle Special Rsv 12 Yr,704,C,1,47.61,3,0.3,6.2631578947368425,0,0,30.95
Allen's Peach Schnapps,714,C,1,4.31,11,0.1,9.0,0,0,9.29
Creme Yvette Liqueur,797,C,1,18.31,5,0.2,11.0,0,0,19.16
Gilbeys Gin,808,C,1,6.66,9,0.1,7.68520568498289,0,0,11.55
Patron Burdeos Anejo Tequila,883,C,1,390.62,1,1.0,9.125,0,0,89.06
DeKuyper Sloe Gin,888,C,1,7.19,8,0.1,6.333333333333333,0,0,12.0
Tanteo Tropical Tequila,935,C,1,30.07,4,0.2,9.0,0,0,24.53
Chopin Vodka,967,C,1,24.8,4,0.2,9.0,0,0,22.42
Woodford Rsv MC Classic Malt,1032,C,1,70.86,3,0.3,9.0,0,0,37.92
Jim Beam Gift Pak,1043,C,1,12.59,6,0.2,7.68520568498289,0,0,15.89
Dry Sack Sherry Gift Pack,1056,C,1,9.18,7,0.1,7.68520568498289,0,0,13.57
Aberfeldy Single Cask,1106,C,1,155.55,2,0.5,8.533333333333333,0,0,56.11
Woodford Rsv Master Coll Pnt,1404,C,1,64.28,3,0.3,8.0,0,0,35.95
Johnnie Walker Odyssey,1598,C,1,736.43,1,1.0,8.0,0,0,123.64
Redbreast 21 Yr Old Irish,1667,C,1,153.84,2,0.5,9.11111111111111,0,0,55.77
John Taylor Velvet Falernum,2000,C,1,11.67,7,0.1,8.285714285714286,0,0,15.31
Herradura Reposado #9 Careta,2028,C,1,34.58,4,0.2,7.68520568498289,0,0,26.33
Ole Smoky Strawberry Lightin,2108,C,1,12.59,6,0.2,10.0,0,0,15.89
Canadian Ltd,2134,C,1,1.93,16,0.1,7.68520568498289,0,0,6.21
Wiggly Bridge White Whisky,2188,C,1,37.59,4,0.2,7.68520568498289,0,0,27.54
Kilbeggan Irish Whiskey,2277,C,1,17.03,5,0.2,9.538461538461538,0,0,18.52
The Tweeddale 12 Yr Old,2320,C,1,38.68,4,0.2,8.5,0,0,27.97
Blood Oath Bourbon,2349,C,1,70.3,3,0.3,9.157894736842104,0,0,37.76
Rebellion Bourbon,2358,C,1,20.45,5,0.2,7.68520568498289,0,0,20.23
Auchentoshan Classic Scotch,2396,C,1,20.15,5,0.2,7.0,0,0,20.08
Bowmore Legend Single Malt,2505,C,1,16.78,5,0.2,8.0,0,0,18.39
Tatoosh Whiskey,2572,C,1,36.42,4,0.2,6.0,0,0,27.07
Hayman's Old Tom Gin,2616,C,1,14.95,6,0.2,8.0,0,0,17.3
Hell-Cat Maggie Irish Whisky,2729,C,1,19.99,5,0.2,6.751633986928105,0,0,19.99
The Steward's Solera Bourbon,2762,C,1,40.73,4,0.2,9.666666666666666,0,0,28.79
Revel Stoke Roasted Pecan,2773,C,1,0.72,26,0.0,7.68520568498289,0,0,3.8
Hirsch Kentucky Corn Whisky,2820,C,1,13.56,6,0.2,7.68520568498289,0,0,16.47
Tullibardine 25 YO Highland,2873,C,1,222.21,2,0.5,7.68520568498289,0,0,69.44
Bushmills 16 Yr Old Irish W,2877,C,1,49.25,3,0.3,7.25,0,0,31.44
Alibi Whiskey,2918,C,1,13.86,6,0.2,7.333333333333333,0,0,16.65
The Macallan 18 Yr Old,2943,C,1,91.6,2,0.5,7.666666666666667,0,0,43.32
Laphroaig 32 Yr Old Scotch,2969,C,1,875.91,1,1.0,6.0,0,0,137.59
Sazerac 6 Yr Straight Rye,2974,C,1,21.73,5,0.2,9.285714285714286,0,0,20.86
Pinnacle Red Liquorice,3002,C,1,7.8,8,0.1,7.68520568498289,0,0,12.49
Smirnoff Whipped Cream,3030,C,1,13.07,6,0.2,7.68520568498289,0,0,16.18
Pucker Sour Apple Sass Vodka,3055,C,1,7.47,8,0.1,7.68520568498289,0,0,12.23
Absolut Orient Apple Vodka,3196,C,1,14.81,6,0.2,12.0,0,0,17.22
Skyy Infusions Georgia Peach,3277,C,1,8.82,8,0.1,7.68520568498289,0,0,13.31
Smirnoff Light Lemon Sorbet,3303,C,1,0.74,26,0.0,7.68520568498289,0,0,3.85
Van Gogh Pomegranate Vodka,3449,C,1,22.21,5,0.2,8.6,0,0,21.1
Smirnoff Sours Green Apple,3453,C,1,7.3,8,0.1,7.68520568498289,0,0,12.09
Caribaya Lemonade Punch,3473,C,1,8.2,8,0.1,7.68520568498289,0,0,12.81
Spud Potato Vodka,3622,C,1,14.45,6,0.2,7.5,0,0,17.0
Margaritaville Island Lime,3750,C,1,11.59,7,0.1,6.2,0,0,15.26
Margaritaville Tangerine Teq,3753,C,1,11.15,7,0.1,8.0,0,0,14.95
Skyy Infusions Moscato Grape,3853,C,1,8.82,8,0.1,7.68520568498289,0,0,13.31
Wyborowa Vodka,3955,C,1,13.59,6,0.2,9.333333333333334,0,0,16.49
Ron Fortuna 8 Yr Old Rum,4015,C,1,12.87,6,0.2,7.68520568498289,0,0,16.06
Gran Patron Piedra,4041,C,1,285.71,1,1.0,8.666666666666666,0,0,78.57
Hennessey 250 Collectors Edi,4164,C,1,454.54,1,1.0,7.68520568498289,0,0,95.45
Capt Morgan Original Barrel,4260,C,1,16.66,5,0.2,7.6890581717451525,0,0,18.33
Mount Gay Eclipse Silver Rum,4308,C,1,19.11,5,0.2,4.0,0,0,19.56
Cruzan Strawberry Rum,4460,C,1,8.45,8,0.1,7.0,0,0,13.01
Coronet VSQ,4576,C,1,10.23,7,0.1,8.0,0,0,14.3
DeKuyper Coffee Brandy,4892,C,1,7.46,8,0.1,8.25,0,0,12.22
DeKuyper Red Headed Burst,5114,C,1,7.83,8,0.1,7.68520568498289,0,0,12.51
DeKuyper Kamikaze RTD,5116,C,1,8.26,8,0.1,7.68520568498289,0,0,12.86
Banfi Grappa Castello,5167,C,1,23.01,5,0.2,7.181818181818182,0,0,21.51
Meletti Limone,5178,C,1,14.49,6,0.2,7.68520568498289,0,0,17.03
DiSaronno Rsva Ltd Edition,5370,C,1,255.47,1,1.0,8.9375,0,0,75.55
Parrot Bay Pineapple Orange,5521,C,1,10.84,7,0.1,7.68520568498289,0,0,14.73
VeeV Acai Spirit,5635,C,1,16.53,5,0.2,9.666666666666666,0,0,18.26
Avion Espresso,6063,C,1,20.3,5,0.2,4.0,0,0,20.15
Midnight Moon Strawberry,6204,C,1,9.92,7,0.1,7.68520568498289,0,0,14.09
Beringer Svgn Bl Napa Vly,6290,C,1,5.4,10,0.1,7.68520568498289,0,0,10.4
Carlo Rossi Blush Calif,6389,C,1,4.72,10,0.1,7.3,0,0,9.72
Fetzer Valley Oaks Cab Svgn,6457,C,1,7.09,8,0.1,8.333333333333334,0,0,11.92
LeCompte Calvados 18 Yr Old,6545,C,1,94.88,2,0.5,8.333333333333334,0,0,43.98
Franzia Clsc Burgundy,6652,C,1,5.15,10,0.1,7.68520568498289,0,0,10.15
Peter Vella Burgundy B/B,6968,C,1,9.73,7,0.1,8.516129032258064,0,0,13.95
New Amsterdam Orange,7433,C,1,8.63,8,0.1,8.2,0,0,13.15
Luxardo Sambuca Dei Cesari,7974,C,1,19.37,5,0.2,12.0,0,0,19.69
Salers Apertif Gentiane,8060,C,1,14.28,6,0.2,6.0,0,0,16.9
Paul Masson Chablis Carafe,8268,C,1,3.03,13,0.1,7.492307692307692,0,0,7.79
Lulu B Cran Cosmo,8411,C,1,7.96,8,0.1,7.68520568498289,0,0,12.62
Kru Peach Mango Vodka,8872,C,1,0.78,25,0.0,7.68520568498289,0,0,3.95
Loukatos Tsipouro Brandy,9105,C,1,14.81,6,0.2,10.0,0,0,17.22
Caffo Anisette di Calabria,9144,C,1,13.33,6,0.2,7.68520568498289,0,0,16.33
Spring Vly Frederick Rd,10398,C,1,22.87,5,0.2,5.083333333333333,0,0,21.44
Spring Vly Uriah Walla Walla,10399,C,1,21.33,5,0.2,10.0,0,0,20.66
Marques de Murrieta RSV Rioj,10642,C,1,19.86,5,0.2,8.0,0,0,19.93
Sea Smoke Ten Snt Brb Pnt Nr,10864,C,1,59.3,3,0.3,9.6,0,0,34.46
Gruet Blanc de Noir,11088,C,1,6.84,9,0.1,4.666666666666667,0,0,11.71
Jaboulet Crozes Herm 10 Thal,11259,C,1,31.16,4,0.2,7.2,0,0,24.96
Rosenblum Vntnrs Cv Cab Svgn,11319,C,1,7.18,8,0.1,6.5,0,0,11.99
Emerald Bay Merlot Cntrl Cst,11427,C,1,3.54,12,0.1,7.68520568498289,0,0,8.41
Columbia Crest Two Vines Rsl,11868,C,1,4.63,10,0.1,7.75,0,0,9.63
Ch de Beaucastel Pape Blanc,11918,C,1,85.61,2,0.5,9.0,0,0,42.12
Montevina Cab Svgn,12073,C,1,7.53,8,0.1,7.0,0,0,12.27
Monastero Lunanuova Chianti,12084,C,1,23.52,5,0.2,7.68520568498289,0,0,21.76
Rex Goliath Chard Free Range,12259,C,1,7.18,8,0.1,8.0,0,0,11.99
La Atalaya Almansa Red,12340,C,1,9.2,7,0.1,8.333333333333334,0,0,13.58
Kim Crawford Svgn Bl Marlbro,12443,C,1,6.7,9,0.1,7.9743589743589745,0,0,11.59
F Coppola Sophia Rsl,12585,C,1,9.99,7,0.1,8.0,0,0,14.14
P Michael Les Pavots Est Brd,13061,C,1,126.17,2,0.5,8.0,0,0,50.23
Pertinace Barbera D'Alba,13379,C,1,10.13,7,0.1,10.0,0,0,14.23
Debauchery Chard,13394,C,1,3.99,11,0.1,8.666666666666666,0,0,8.93
Cantele Chard Salento,13478,C,1,7.99,8,0.1,8.666666666666666,0,0,12.64
Merry Edwards Flax Vyd Pnt N,13557,C,1,46.05,3,0.3,10.9,0,0,30.48
Stump Jump Shiraz,13561,C,1,7.74,8,0.1,11.0,0,0,12.44
Tisdale Vyds Pnt Nr,13716,C,1,2.61,14,0.1,8.222222222222221,0,0,7.23
Vistamar Sepia Pnt Nr,13890,C,1,5.64,9,0.1,7.68520568498289,0,0,10.63
Vieux Clocher Cote du Rhone,13960,C,1,7.28,8,0.1,8.0,0,0,12.07
Yellow Tail Tree Free Chard,14133,C,1,5.51,10,0.1,8.0,0,0,10.51
Palazzo Montanari Valpo Clsc,14137,C,1,7.94,8,0.1,7.68520568498289,0,0,12.6
Neirano Prosecco Sparkling,14369,C,1,8.78,8,0.1,12.0,0,0,13.27
Fusional Svgn Bl,14407,C,1,13.33,6,0.2,7.68520568498289,0,0,16.33
Sandrone Dolcetto D'Alba,14573,C,1,13.79,6,0.2,7.68520568498289,0,0,16.61
Culpeo Malbec,14675,C,1,6.99,8,0.1,4.0,0,0,11.84
Shafer Hillside Cab Svgn 06,14681,C,1,259.99,1,1.0,6.0,0,0,76.0
Dom Janasse Cote Rhone Rouge,14718,C,1,12.41,6,0.2,7.68520568498289,0,0,15.78
My Big Fat Greek Red Wine,14826,C,1,7.74,8,0.1,10.0,0,0,12.44
Vinum Cellars Chard,14836,C,1,6.81,9,0.1,7.0,0,0,11.68
Teira Merlot,14996,C,1,10.06,7,0.1,7.68520568498289,0,0,14.18
Librandi Ciro Blanco DOC,15014,C,1,4.19,11,0.1,7.68520568498289,0,0,9.15
Sokol Blosser Pnt Nr,15065,C,1,18.24,5,0.2,8.2,0,0,19.12
Craggy Range Aroha Pnt Nr 06,15126,C,1,24.83,4,0.2,7.68520568498289,0,0,22.43
Podere Poggio Scalette 07,15239,C,1,36.23,4,0.2,7.68520568498289,0,0,26.99
Flip Flop Rsl,15297,C,1,3.97,11,0.1,7.0,0,0,8.91
Vinum Cellars Scrapper Cab F,15322,C,1,19.17,5,0.2,7.636363636363637,0,0,19.58
Clockspring Znfdl,15386,C,1,7.38,8,0.1,7.68520568498289,0,0,12.15
Dom Serene Rose,15404,C,1,16.21,6,0.2,9.294117647058824,0,0,18.06
Best Foot Forward Chard,15414,C,1,6.2,9,0.1,8.0,0,0,11.14
Vietti Barolo Castiglione,15476,C,1,33.11,4,0.2,11.461538461538462,0,0,25.74
M Chiarlo Barolo Cerequio,15545,C,1,51.94,3,0.3,6.0,0,0,32.25
La Mondotte 08 St Emilion,15605,C,1,161.64,2,0.5,6.0,0,0,57.33
Cheval Blanc St Emilion 08,15688,C,1,299.99,1,1.0,6.0,0,0,80.0
Le Preare Valpo Clsc Ripasso,15785,C,1,11.33,7,0.1,7.68520568498289,0,0,15.07
Ninety+Cellars Lot 33 Rose,15835,C,1,6.16,9,0.1,5.0,0,0,11.1
Kosta Browne Pnt Nr Sonoma C,15899,C,1,61.58,3,0.3,7.947368421052632,0,0,35.14
Kunde Cab Svgn Sonoma Cnty,15949,C,1,8.55,8,0.1,8.2,0,0,13.09
Inman Family OGV Est Pnt Nr,16208,C,1,30.51,4,0.2,7.68520568498289,0,0,24.7
Cherry On Top Sweet White,16330,C,1,7.14,8,0.1,4.0,0,0,11.96
La Demoiselle de By Medoc,16365,C,1,10.2,7,0.1,7.68520568498289,0,0,14.28
R. Merlo Pnt Nr,16389,C,1,12.58,6,0.2,8.333333333333334,0,0,15.88
Shane The Unknown Syrah No C,16398,C,1,25.8,4,0.2,7.5,0,0,22.82
Shane Judge Vyd Syrah Bennet,16399,C,1,29.24,4,0.2,6.5,0,0,24.2
Vinyes Domenech Furvus,16527,C,1,22.29,5,0.2,8.5,0,0,21.14
Pazo de Galegos Albarino,16531,C,1,14.09,6,0.2,4.0,0,0,16.79
Sasa Barolo,16580,C,1,34.01,4,0.2,7.68520568498289,0,0,26.1
McManis Barbera Jamie Lynn,16612,C,1,7.33,8,0.1,11.0,0,0,12.11
Louis Cheze Cote Rotie Demo,16689,C,1,37.66,4,0.2,7.68520568498289,0,0,27.56
Pennywise Cab Svgn,16752,C,1,7.99,8,0.1,8.0,0,0,12.64
Martinotti Metodo Brut,16935,C,1,3.1,13,0.1,7.68520568498289,0,0,7.88
CastelGiocondo 10 Brun Montl,16961,C,1,38.7,4,0.2,6.818181818181818,0,0,27.98
Ch Rauzan Segla Margaux 09,16998,C,1,106.66,2,0.5,8.0,0,0,46.33
Zeitgeist Cab Svgn Napa Vly,17170,C,1,35.48,4,0.2,8.25,0,0,26.69
Riunite Sweet White,17172,C,1,4.1,11,0.1,9.0,0,0,9.06
Sensi Tuscano Rosso,17274,C,1,4.9,10,0.1,7.68520568498289,0,0,9.9
Sean Minor 4B Paso Cab Svgn,17329,C,1,8.55,8,0.1,7.7444444444444445,0,0,13.09
Gattinara Red,17369,C,1,13.54,6,0.2,9.0,0,0,16.46
Ch Coutet Barsac 09 Brdx,17399,C,1,53.37,3,0.3,7.68520568498289,0,0,32.68
Benefactor Cellars Cab Svgn,17576,C,1,3.79,11,0.1,7.68520568498289,0,0,8.71
Ch Ducru-Beaucalliou 09 Gr C,17598,C,1,171.23,2,0.5,7.68520568498289,0,0,59.25
Olivier Leflaive Bourg Al 12,17741,C,1,12.74,6,0.2,12.0,0,0,15.98
Penner-Ash Viognier,17747,C,1,17.99,5,0.2,6.0,0,0,18.99
Astrolabe Pnt Nr Marlborough,17753,C,1,17.92,5,0.2,7.68520568498289,0,0,18.96
Chenade les Rials VDP Tarn,17842,C,1,5.84,9,0.1,7.68520568498289,0,0,10.81
Charles Joguet Chinon Rose,17856,C,1,9.08,7,0.1,8.0,0,0,13.5
Rex Goliath Pink Moscato,17908,C,1,3.99,11,0.1,9.25,0,0,8.93
Cavit Moscato,18089,C,1,8.61,8,0.1,9.625,0,0,13.14
Joseph Phelps Insignia 09,18192,C,1,213.33,2,0.5,7.68520568498289,0,0,67.67
Vina Cobos Cab Svgn Bramare,18210,C,1,26.34,4,0.2,7.68520568498289,0,0,23.04
Caprai Montefalco Rosso 09,18268,C,1,13.15,6,0.2,8.666666666666666,0,0,16.22
Masi Campolongo di Torbe Ama,18271,C,1,82.46,2,0.5,8.0,0,0,41.49
Ravines Gewurztraminer,18394,C,1,10.96,7,0.1,12.0,0,0,14.81
Sonoma Coast Vyds Pnt Nr,18418,C,1,15.64,6,0.2,7.68520568498289,0,0,17.72
Poggio Antico Brunllo,18425,C,1,31.5,4,0.2,7.68520568498289,0,0,25.1
Poggio Antico Rosso Montlcin,18426,C,1,24.18,5,0.2,7.68520568498289,0,0,22.09
Cocci Grifoni Tellus Red,18428,C,1,11.4,7,0.1,9.75,0,0,15.12
K Syrah The Deal,18466,C,1,24.34,5,0.2,8.375,0,0,22.17
Eric Kent Small Town Pnt Nr,18586,C,1,27.58,4,0.2,7.2,0,0,23.53
Seghesio Rockpile Znfdl,18597,C,1,24.67,5,0.2,10.875,0,0,22.34
Donnafugata Tancredi Red,18623,C,1,23.52,5,0.2,7.68520568498289,0,0,21.76
Avalon Merlot Napa Vly,18626,C,1,6.49,9,0.1,7.68520568498289,0,0,11.4
Viberti Chard,18627,C,1,3.01,13,0.1,10.0,0,0,7.76
Hatzimichalis Kapnias Red,18662,C,1,14.76,6,0.2,11.0,0,0,17.19
Turnbull Cab Svgn 09 Blk Lab,18697,C,1,59.86,3,0.3,7.68520568498289,0,0,34.62
Tenuta di Arceno Chianti Rsv,18941,C,1,19.86,5,0.2,7.68520568498289,0,0,19.93
Austin Hope 10 Syrah,18948,C,1,24.83,4,0.2,8.4,0,0,22.43
The Path Chardonnay,19042,C,1,6.66,9,0.1,7.68520568498289,0,0,11.55
Corte Giara Valpo Ripasso 11,19047,C,1,12.83,6,0.2,7.68520568498289,0,0,16.03
Is Argiolas Vermentino di Sa,19052,C,1,14.76,6,0.2,7.68520568498289,0,0,17.19
Chateau Camensac 10,19058,C,1,32.43,4,0.2,6.0,0,0,25.47
Chateau Carlmagnus 10,19059,C,1,17.76,5,0.2,9.0,0,0,18.88
Ch Meyney 10 Bourgeois St Es,19063,C,1,35.99,4,0.2,7.68520568498289,0,0,26.9
J Lohr Valdiguie Monterey,19071,C,1,5.99,9,0.1,7.142857142857143,0,0,10.95
Lagar de Bezana Cab Svgn Rsv,19087,C,1,9.2,7,0.1,7.68520568498289,0,0,13.58
Ch Poujeaux 10 Moulis,19125,C,1,33.11,4,0.2,8.0,0,0,25.74
Gerard Bertrand Orgnic Chard,19139,C,1,6.53,9,0.1,7.68520568498289,0,0,11.43
Gerard Bertrand Cigalus Blnc,19143,C,1,18.24,5,0.2,7.68520568498289,0,0,19.12
Carnaval Red Moscato Sparklg,19179,C,1,7.18,8,0.1,7.0,0,0,11.99
Chronic Cellars Dead Nuts,19217,C,1,16.43,6,0.2,5.333333333333333,0,0,18.19
Tasca D'Almerita Lamuri Nero,19236,C,1,11.64,7,0.1,8.666666666666666,0,0,15.29
Black Cabra Torrontes,19240,C,1,6.45,9,0.1,7.68520568498289,0,0,11.36
Eden Orleans Bitter,19262,C,1,17.41,5,0.2,10.0,0,0,18.7
The Royal Chenin Blanc,19347,C,1,6.57,9,0.1,8.0,0,0,11.47
Jean Luc Colombo Ruchets 10,19436,C,1,46.35,3,0.3,7.68520568498289,0,0,30.57
Freemark Abbey Viognier,19544,C,1,16.66,5,0.2,9.5,0,0,18.33
Ch La Vieille Cure Frnsac 10,19589,C,1,26.02,4,0.2,7.68520568498289,0,0,22.91
Ch Coufran Haut Medoc 10,19598,C,1,19.73,5,0.2,7.0,0,0,19.87
Ch Rieussec Gr Cru 10 Sauter,19610,C,1,86.2,2,0.5,6.333333333333333,0,0,42.24
Ch Rol Valentin 10,19621,C,1,42.66,3,0.3,7.666666666666667,0,0,29.46
Silver Palm 12 Chard No Cst,19663,C,1,7.89,8,0.1,7.0,0,0,12.56
St Jean des Sources Picpoul,19706,C,1,8.44,8,0.1,6.4,0,0,13.0
BV Coastal Estate Moscato,19754,C,1,5.8,9,0.1,4.0,0,0,10.78
Warre's Vintage Port 2011,19785,C,1,25.97,4,0.2,11.0,0,0,22.89
Ch Ksara RSV du Couvent,19795,C,1,9.52,7,0.1,7.68520568498289,0,0,13.81
Lucanto Montepulciano d'Abru,19797,C,1,11.64,7,0.1,10.0,0,0,15.29
Ch Monbousquet 10 Brdx,19825,C,1,51.36,3,0.3,7.0,0,0,32.07
Terra di Montevero Toscana,19833,C,1,40.81,4,0.2,8.833333333333334,0,0,28.82
Voga Prosecco Brut DOCG,19890,C,1,11.03,7,0.1,7.68520568498289,0,0,14.86
Viu Manent Chard Gr Rsva,19938,C,1,7.33,8,0.1,7.68520568498289,0,0,12.11
Warre's Quinta Cavadinha,19949,C,1,20.54,5,0.2,8.083333333333334,0,0,20.27
Ch La Croix de Beaucailou 10,19955,C,1,64.18,3,0.3,9.0,0,0,35.92
Ch Branaire Ducru 10 Brdx,19967,C,1,85.13,2,0.5,8.0,0,0,42.03
Ch Clerc Milon 10,19968,C,1,85.71,2,0.5,8.0,0,0,42.14
Ch Le Bon Pasteur 10 Brdx,19971,C,1,83.89,2,0.5,7.0,0,0,41.78
Ch Rauzan-Segla 10 Brdx,20056,C,1,139.07,2,0.5,9.0,0,0,52.81
Robert Sinskey Pnt Bl,20178,C,1,16.33,6,0.2,6.666666666666667,0,0,18.13
